,Source,Target,value,nb_transactions
2029,CoinSpot.com.au,354,270408764.0,20.0
2030,348,OKCoin.com,25900949211.0,47.0
2031,396,Bitstamp.net,86950113569.0,55.0
2032,HaoBTC.com,Rollin.io,19243184030.0,44.0
2033,SatoshiMines.com,107,54933218.0,13.0
2034,FYBSG.com,Bitstamp.net,11984781990.0,73.0
2035,69383113,CoinTrader.net_LocalBitcoins.com,7144152672.0,61.0
2036,107,Bit-x.com,477533337346.0,205.0
2037,CoinJar.com,SatoshiDice.com,32105648086.0,77.0
2038,Loanbase.com,Bter.com,6064615471.0,13.0
2039,396,OKCoin.com,264616323771.0,144.0
2040,BTCJam.com,348,414945471.0,15.0
2041,227,1138,3726601.0,1.0
2042,227,16621,21325320.0,5.0
2043,641,Bitstamp.net,10522160520.0,32.0
2044,Bitbond.com,YoBit.net,563608238.0,8.0
2045,641,Rollin.io,95410419.0,50.0
2046,HolyTransaction.com,BTCJam.com,185883686.0,70.0
2047,1149,ePay.info_CoinJoinMess,212120243.0,81.0
2048,Bit-x.com,Loanbase.com,391542459.0,13.0
2049,61,Bter.com,3075142447.0,36.0
2050,354,FortuneJack.com,30294541781.0,56.0
2051,354,Rollin.io,1996222528.0,10.0
2052,35,107,1263878826.0,53.0
2053,898,Xapo.com,22327739894.0,66.0
2054,Loanbase.com,OKCoin.com,17186867023.0,81.0
2055,ePay.info_CoinJoinMess,69827719,18284223252.0,82.0
2056,ePay.info_CoinJoinMess,1567,22817242544.0,65.0
2057,292,0,686570292.0,113.0
2058,Xapo.com,417,757965721322.0,536.0
2059,Bit-x.com,BTCJam.com,6751879007.0,31.0
2060,1567,ePay.info_CoinJoinMess,1478152104.0,112.0
2061,SatoshiDice.com,FortuneJack.com,850678821.0,42.0
2062,SimpleCoin.cz,269,897597389.0,16.0
2063,396,18972,7026008456.0,10.0
2064,CoinGaming.io,PocketDice.io,110411427.0,24.0
2065,269,FortuneJack.com,130400148.0,39.0
2066,0,1149,988540661.0,297.0
2067,CoinSpot.com.au,CoinPayments.net,524060979.0,43.0
2068,999Dice.com,MercadoBitcoin.com.br,11077670972.0,221.0
2069,227,354,215264676.0,53.0
2070,101,421,751197111.0,42.0
2071,YoBit.net,348,1099282886.0,62.0
2072,0,1805,319053645.0,63.0
2073,269,227,239945583.0,23.0
2074,154,CoinPayments.net,11910395372.0,117.0
2075,107,BX.in.th,27961661498.0,33.0
2076,Cryptonator.com,Loanbase.com,1346607161.0,63.0
2077,0,821,14108659796.0,44.0
2078,1567,18972,2809202.0,3.0
2079,HolyTransaction.com,35,186873884.0,16.0
2080,Bitstamp.net,641,382909186406.0,56.0
2081,69827719,BTC-e.com,2693387689.0,23.0
2082,Loanbase.com,289,289269886.0,7.0
2083,61,227,3454099302.0,44.0
2084,1805,57,8832843.0,3.0
2085,SimpleCoin.cz,Bter.com,4640155663.0,31.0
2086,Bitstamp.net,HolyTransaction.com,308356522796.0,51.0
2087,175,BtcTrade.com,170013224.0,4.0
2088,Xapo.com,HappyCoins.com,172355037710.0,131.0
2089,SatoshiMines.com,BTCJam.com,88747569.0,11.0
2090,1805,YoBit.net,1511560293.0,8.0
2091,0,898,1506003955.0,42.0
2092,CoinGaming.io,CoinPayments.net,6269935594.0,14.0
2093,PocketDice.io,523,3110545209.0,417.0
2094,348,CoinPayments.net,3094747101.0,93.0
2095,HolyTransaction.com,175,2490196.0,2.0
2096,CoinTrader.net_LocalBitcoins.com,HaoBTC.com,24085931854398.0,332.0
2097,73832915,74278522,7175735171.0,18.0
2098,107,PocketDice.io,74139188708.0,133.0
2099,Cryptonator.com,MercadoBitcoin.com.br,2529427602.0,61.0
2100,898,57,7644719663.0,10.0
2101,154,PocketDice.io,1327926457.0,30.0
2102,CoinMotion.com,Bter.com,618705703.0,6.0
2103,35,PocketDice.io,1807179503.0,33.0
2104,269,SatoshiDice.com,221501026.0,14.0
2105,Xapo.com,BitcoinFog,153528017175.0,49.0
2106,154,CoinGaming.io,3238041024.0,76.0
2107,Bit-x.com,101,15132938610.0,82.0
2108,BX.in.th,1226,6485368149.0,37.0
2109,CoinGaming.io,Rollin.io,670766703.0,52.0
2110,Huobi.com,73832915,8481902910.0,79.0
2111,CoinSpot.com.au,FortuneJack.com,216630378.0,13.0
2112,73963652,BTC-e.com,425739673.0,5.0
2113,HolyTransaction.com,SatoshiDice.com,100518100.0,30.0
2114,Matbea.com,CoinGaming.io,116369815.0,6.0
2115,CoinSpot.com.au,421,144396800.0,14.0
2116,MercadoBitcoin.com.br,BTCJam.com,20717966996.0,113.0
2117,269,CoinGaming.io,296621295.0,37.0
2118,1226,BTC-e.com,1872014855.0,6.0
2119,PocketDice.io,Bitstamp.net,799977588.0,129.0
2120,16621,HaoBTC.com,2097794781.0,9.0
2121,354,CoinCafe.com,1109123914.0,3.0
2122,HolyTransaction.com,MercadoBitcoin.com.br,57928044.0,29.0
2123,PocketDice.io,269,703645622.0,36.0
2124,348,101,69564230.0,10.0
2125,871,101,7198965018.0,63.0
2126,57,1567,43501130.0,22.0
2127,SafeDice.com,Bit-x.com,33110415.0,7.0
2128,FortuneJack.com,CoinJar.com,1310868228.0,18.0
2129,396,57,7370589657.0,11.0
2130,Huobi.com,TheRockTrading.com,3647212237.0,10.0
2131,0,1391,33756582.0,69.0
2132,CoinMotion.com,CoinGaming.io,6206079213.0,39.0
2133,Rollin.io,107,262270672.0,30.0
2134,0,16621,342304360.0,145.0
2135,SimpleCoin.cz,348,24887444889.0,106.0
2136,122,YoBit.net,2319380957.0,8.0
2137,1149,BtcTrade.com,14929433113.0,18.0
2138,57,SafeDice.com,1212588125.0,61.0
2139,Bit-x.com,TheRockTrading.com,1298514282.0,19.0
2140,16621,227,228905920.0,69.0
2141,16621,Cryptonator.com,62037511.0,43.0
2142,Huobi.com,FortuneJack.com,3313346197.0,11.0
2143,Poloniex.com,898,1078682951065.0,39.0
2144,CoinGaming.io,CoinMotion.com,1891260009.0,12.0
2145,Loanbase.com,Bitstamp.net,2489220552.0,17.0
2146,227,Bitstamp.net,554357757.0,8.0
2147,PocketDice.io,821,23519634.0,12.0
2148,HolyTransaction.com,Bit-x.com,341240050.0,94.0
2149,7277,BTC-e.com,10343464.0,34.0
2150,Loanbase.com,CoinPayments.net,1174422589.0,11.0
2151,BX.in.th,16621,19850589035.0,4.0
2152,FYBSG.com,CoinPayments.net,1233095104.0,41.0
2153,1138,Xapo.com,447029162.0,63.0
2154,175,BTCJam.com,1157319386.0,14.0
2155,BitBargain.co.uk,FortuneJack.com,1288033141.0,2.0
2156,417,122,17723746688.0,8.0
2157,821,Matbea.com,10400829.0,1.0
2158,CoinCafe.com,CoinTrader.net_LocalBitcoins.com,54725135120.0,26.0
2159,469,641,64863394.0,3.0
2160,FortuneJack.com,BTCJam.com,479820859.0,32.0
2161,354,SatoshiDice.com,11882438199.0,18.0
2162,269,107,511511106.0,80.0
2163,898,HolyTransaction.com,28772310672.0,101.0
2164,CoinJar.com,641,5088806930.0,14.0
2165,Bter.com,BTCJam.com,3177780939.0,10.0
2166,LuckyB.it,HolyTransaction.com,9359831.0,8.0
2167,LuckyB.it,35,1825869.0,3.0
2168,35,LuckyB.it,106518694.0,3.0
2169,396,HolyTransaction.com,29012862645.0,33.0
2170,175,Loanbase.com,1280993132.0,4.0
2171,35,CoinTrader.net_LocalBitcoins.com,1272851970.0,55.0
2172,BtcTrade.com,421,299552708653.0,368.0
2173,CoinGaming.io,SatoshiDice.com,5819201957.0,19.0
2174,122,CoinGaming.io,16944412557.0,56.0
2175,FYBSG.com,101,293690680.0,6.0
2176,1149,Xapo.com,31106494753.0,83.0
2177,1070,CoinPayments.net,375595362.0,43.0
2178,BtcTrade.com,354,9928197223.0,35.0
2179,HaoBTC.com,523,1548036783.0,17.0
2180,HolyTransaction.com,LuckyB.it,474797009.0,9.0
2181,700,Bit-x.com,563297718.0,8.0
2182,BX.in.th,Matbea.com,8638389572.0,23.0
2183,BX.in.th,154,15967939025.0,51.0
2184,CoinSpot.com.au,CoinJar.com,3927971795.0,49.0
2185,0,18972,4642894312.0,64.0
2186,Bit-x.com,700,228785779.0,7.0
2187,CoinGaming.io,BitBargain.co.uk,1678019708.0,13.0
2188,101,417,4604885734.0,232.0
2189,CoinPayments.net,175,10866064954.0,61.0
2190,1805,Xapo.com,3749253564.0,31.0
2191,Xapo.com,469,32911098423.0,43.0
2192,292,PocketDice.io,345911559.0,201.0
2193,PocketDice.io,Bitbond.com,108195438.0,35.0
2194,CoinTrader.net_LocalBitcoins.com,BtcTrade.com,72812962150899.0,1237.0
2195,101,TheRockTrading.com,128016125.0,13.0
2196,289,154,657202327.0,8.0
2197,35,227,416077446.0,37.0
2198,CoinTrader.net_LocalBitcoins.com,417,18277613652794.0,247.0
2199,Paymium.com,35,263394865764.0,31.0
2200,1070,CoinGaming.io,73786527.0,33.0
2201,1567,SatoshiMines.com,670621420.0,52.0
2202,700,101,257343630.0,18.0
2203,154,Bit-x.com,4732651899.0,29.0
2204,348,122,228144898.0,16.0
2205,71842975,0,1503678147.0,22.0
2206,PocketDice.io,SafeDice.com,275670444.0,32.0
2207,SimpleCoin.cz,BTCC.com,3380974680.0,19.0
2208,5162,57,747214834805.0,6.0
2209,16621,0,2165991922.0,213.0
2210,Bitbond.com,289,582137553.0,8.0
2211,1805,0,4404786626.0,68.0
2212,Bitbond.com,269,428468723.0,12.0
2213,HaoBTC.com,175,202327013684.0,122.0
2214,1805,HolyTransaction.com,20599753.0,3.0
2215,999Dice.com,1391,556724268.0,34.0
2216,BX.in.th,821,31146242021.0,66.0
2217,35,999Dice.com,1633851005.0,90.0
2218,SimpleCoin.cz,Bitstamp.net,81605323814.0,107.0
2219,Bitcoin.de,TheRockTrading.com,96351138935.0,76.0
2220,70063369,57,3961800428.0,11.0
2221,SimpleCoin.cz,CoinPayments.net,7021069924.0,25.0
2222,641,CoinCafe.com,508865746.0,2.0
2223,0,CoinMotion.com,657836181.0,23.0
2224,348,Bit-x.com,912441298.0,22.0
2225,7277,154,1079810.0,11.0
2226,154,Cryptonator.com,1349153024.0,17.0
2227,73832915,0,9347235936.0,71.0
2228,YoBit.net,CoinJar.com,868874979.0,40.0
2229,1070,BTC-e.com,874713048.0,25.0
2230,BX.in.th,Bter.com,39672695029.0,56.0
2231,1391,FYBSG.com,1114230870.0,21.0
2232,SatoshiMines.com,641,47308499.0,22.0
2233,74278522,18972,768306288.0,2.0
2234,Bter.com,FortuneJack.com,3062461203.0,9.0
2235,Bit-x.com,BX.in.th,8610483561.0,22.0
2236,57,Bitbond.com,680505349.0,37.0
2237,289,348,765265338.0,20.0
2238,16621,BX.in.th,1010522744.0,3.0
2239,16768780,0,10908513107.0,94.0
2240,HaoBTC.com,CoinJar.com,4581298808.0,14.0
2241,Bter.com,CoinJar.com,1740018475.0,9.0
2242,CoinPayments.net,Vaultoro.com,5378080980.0,23.0
2243,FortuneJack.com,348,610835228.0,29.0
2244,Bit-x.com,BTCC.com,1811568251.0,19.0
2245,700,Huobi.com,7284852648.0,48.0
2246,57,Vaultoro.com,2020942205.0,25.0
2247,PocketDice.io,Matbea.com,961682277.0,83.0
2248,CoinJar.com,BtcTrade.com,12351369289.0,21.0
2249,BTCJam.com,Rollin.io,137371393.0,23.0
2250,Bter.com,YoBit.net,5498223836.0,54.0
2251,Huobi.com,16621,1425159423.0,17.0
2252,Bitbond.com,CoinSpot.com.au,89378246.0,3.0
2253,16621,Huobi.com,7051694903.0,28.0
2254,YoBit.net,HolyTransaction.com,3061362310.0,70.0
2255,SatoshiDice.com,700,190580000.0,2.0
2256,Bter.com,1138,3297727114.0,5.0
2257,CoinCafe.com,0,4881746473.0,20.0
2258,641,Poloniex.com,1097931065.0,159.0
2259,Vaultoro.com,269,4783043.0,3.0
2260,Vaultoro.com,Bitstamp.net,4129653910.0,13.0
2261,1805,Huobi.com,399990000.0,1.0
2262,122,0,10415347135.0,59.0
2263,BTCJam.com,1070,201767538.0,15.0
2264,Bter.com,OKCoin.com,81914140486.0,86.0
2265,BTCJam.com,292,69120461.0,27.0
2266,101,1391,316674546.0,19.0
2267,Bit-x.com,469,70139471.0,3.0
2268,469,BX.in.th,1341112103.0,4.0
2269,69383113,ePay.info_CoinJoinMess,69270139.0,2.0
2270,Huobi.com,18972,12822127786.0,14.0
2271,Bitstamp.net,871,1146615026513.0,66.0
2272,BTCJam.com,154,576491570.0,6.0
2273,Paymium.com,Bter.com,407103781908.0,43.0
2274,SafeDice.com,PocketDice.io,139963372.0,24.0
2275,YoBit.net,BTCC.com,3544999635.0,34.0
2276,SimpleCoin.cz,HolyTransaction.com,4549814531.0,13.0
2277,YoBit.net,TheRockTrading.com,492821871.0,18.0
2278,269,122,1833273975.0,45.0
2279,871,641,1452920528.0,63.0
2280,Paymium.com,CoinGaming.io,94269800583.0,13.0
2281,641,871,255686878.0,15.0
2282,Paymium.com,FortuneJack.com,60526269112.0,5.0
2283,HaoBTC.com,35,1811946665.0,7.0
2284,354,641,70654497647.0,98.0
2285,CoinTrader.net_LocalBitcoins.com,BTCC.com,12489052244147.0,239.0
2286,Bitcoin.de,154,27861282873.0,39.0
2287,871,348,493932071.0,23.0
2288,122,FortuneJack.com,471124362.0,8.0
2289,1149,348,485772217.0,6.0
2290,SatoshiDice.com,Cryptonator.com,34917516.0,11.0
2291,Rollin.io,CoinSpot.com.au,227277935.0,3.0
2292,HappyCoins.com,BTC-e.com,1942368269.0,9.0
2293,Vaultoro.com,BTCJam.com,353912975.0,21.0
2294,107,CoinJar.com,22275447962.0,54.0
2295,122,SatoshiMines.com,47919220.0,12.0
2296,69383113,HolyTransaction.com,839456328.0,11.0
2297,122,SatoshiDice.com,407819035.0,13.0
2298,HaoBTC.com,1391,10417342.0,3.0
2299,HolyTransaction.com,CoinSpot.com.au,5995404.0,6.0
2300,1070,Rollin.io,71071858.0,16.0
2301,73832915,348,6188018764.0,16.0
2302,FortuneJack.com,122,31004359.0,1.0
2303,122,OKCoin.com,287979568046.0,87.0
2304,SimpleCoin.cz,Bit-x.com,927646146.0,6.0
2305,Huobi.com,MercadoBitcoin.com.br,23261822479.0,24.0
2306,57,CoinCafe.com,213461745.0,6.0
2307,FortuneJack.com,61,73925663.0,8.0
2308,CoinPayments.net,Matbea.com,1386371345.0,21.0
2309,396,Matbea.com,19257583811.0,20.0
2310,Paymium.com,YoBit.net,358686641795.0,38.0
2311,CoinJar.com,BitZillions.com,13839701.0,1.0
2312,7277,YoBit.net,264332.0,16.0
2313,1070,ePay.info_CoinJoinMess,372783830.0,61.0
2314,16621,61,157609435.0,13.0
2315,BitBargain.co.uk,MercadoBitcoin.com.br,249841763.0,1.0
2316,PocketDice.io,700,193996795.0,37.0
2317,HappyCoins.com,0,6008630685.0,33.0
2318,35,HappyCoins.com,222827817.0,11.0
2319,Bitbond.com,HolyTransaction.com,332312875.0,3.0
2320,1567,Poloniex.com,164006997.0,5.0
2321,Bitbond.com,ePay.info_CoinJoinMess,10312822552.0,107.0
2322,SafeDice.com,523,211277748.0,1.0
2323,HolyTransaction.com,354,732825507.0,84.0
2324,HaoBTC.com,122,61643661688.0,32.0
2325,107,289,87754328433.0,41.0
2326,TheRockTrading.com,Xapo.com,1833186001.0,52.0
2327,107,999Dice.com,2682214755.0,29.0
2328,35,417,1502735021.0,17.0
2329,SimpleCoin.cz,CoinTrader.net_LocalBitcoins.com,4003246198.0,16.0
2330,269,CoinPayments.net,79243989.0,11.0
2331,BX.in.th,Cryptonator.com,12088909519.0,21.0
2332,35,CoinSpot.com.au,274288845.0,6.0
2333,Bitcoin.de,Bit-x.com,31091129463.0,22.0
2334,HaoBTC.com,Bitstamp.net,123671089540.0,71.0
2335,69827719,Xapo.com,1885978022.0,20.0
2336,LuckyB.it,999Dice.com,3477102.0,10.0
2337,MercadoBitcoin.com.br,BTC-e.com,14557009615.0,53.0
2338,SatoshiDice.com,417,2421546550.0,18.0
2339,BTCJam.com,898,3488204929.0,10.0
2340,SafeDice.com,999Dice.com,846639566.0,96.0
2341,999Dice.com,SafeDice.com,2541896935.0,113.0
2342,BtcTrade.com,821,90435600418.0,39.0
2343,71554939,175,3497470110.0,17.0
2344,523,BitBargain.co.uk,5940096450.0,15.0
2345,641,SatoshiMines.com,178637344.0,89.0
2346,BTCJam.com,269,1595018629.0,63.0
2347,354,898,11344166214.0,12.0
2348,MercadoBitcoin.com.br,CoinTrader.net_LocalBitcoins.com,63261409473.0,52.0
2349,MercadoBitcoin.com.br,348,148382351.0,7.0
2350,1149,289,206633105.0,47.0
2351,417,Xapo.com,1160887154.0,6.0
2352,16621,292,2420779.0,9.0
2353,ePay.info_CoinJoinMess,74278522,4361750342.0,8.0
2354,523,999Dice.com,1818259403.0,79.0
2355,999Dice.com,LuckyB.it,208238631.0,12.0
2356,417,SatoshiDice.com,3363085895.0,6.0
2357,523,BTCC.com,4498041135.0,10.0
2358,MercadoBitcoin.com.br,ePay.info_CoinJoinMess,14695695206.0,82.0
2359,CoinTrader.net_LocalBitcoins.com,SatoshiDice.com,22767566133.0,30.0
2360,CoinTrader.net_LocalBitcoins.com,74278522,6086658910.0,4.0
2361,SatoshiDice.com,MercadoBitcoin.com.br,1863888136.0,14.0
2362,Bitbond.com,421,9042519321.0,42.0
2363,523,898,1138000755.0,3.0
2364,999Dice.com,CoinSpot.com.au,7086765956.0,147.0
2365,523,TheRockTrading.com,2554609504.0,5.0
2366,SatoshiDice.com,1226,137069686.0,4.0
2367,348,523,533936440.0,25.0
2368,154,SatoshiMines.com,1543025025.0,27.0
2369,Cryptonator.com,57,59809967.0,18.0
2370,BTCJam.com,700,5724607.0,3.0
2371,CoinTrader.net_LocalBitcoins.com,348,54760103989.0,51.0
2372,Bit-x.com,SafeDice.com,132874267698.0,20.0
2373,YoBit.net,57,2830420813.0,69.0
2374,898,Bter.com,4051882167.0,10.0
2375,Xapo.com,LuckyB.it,40804144975.0,65.0
2376,1805,Bitstamp.net,7392614040.0,5.0
2377,Paymium.com,OKCoin.com,182351770078.0,24.0
2378,35,SatoshiMines.com,211607942.0,41.0
2379,Bit-x.com,999Dice.com,5559080114.0,39.0
2380,700,SafeDice.com,340444979.0,40.0
2381,0,69984672,7161326892.0,14.0
2382,469,TheRockTrading.com,2944992386.0,21.0
2383,70063369,354,2564046104.0,11.0
2384,7277,ePay.info_CoinJoinMess,4533192.0,20.0
2385,Xapo.com,73963652,3561887247.0,2.0
2386,PocketDice.io,101,7636731.0,6.0
2387,107,Cryptonator.com,10151672995.0,106.0
2388,BX.in.th,Bitbond.com,37904176050.0,30.0
2389,SlushPool.com,122,75987411013.0,44.0
2390,396,175,5321119461.0,11.0
2391,35,HaoBTC.com,1210080434.0,15.0
2392,227,SatoshiDice.com,9142795.0,4.0
2393,TheRockTrading.com,BTC-e.com,104503370652.0,64.0
2394,SafeDice.com,35,26272924.0,5.0
2395,Bit-x.com,CoinGaming.io,14741095162.0,84.0
2396,Cryptonator.com,HaoBTC.com,937426781.0,8.0
2397,CoinTrader.net_LocalBitcoins.com,Bter.com,77323690402.0,44.0
2398,Bitcoin.de,MercadoBitcoin.com.br,51024041853.0,48.0
2399,BX.in.th,Rollin.io,1929958470.0,33.0
2400,Bitcoin.de,FYBSG.com,33400004.0,1.0
2401,821,OKCoin.com,43753278463.0,51.0
2402,Bter.com,BX.in.th,5202008818.0,7.0
2403,Bter.com,CoinGaming.io,16822335459.0,28.0
2404,FortuneJack.com,Bter.com,1986952012.0,41.0
2405,871,SimpleCoin.cz,840349913.0,3.0
2406,Cryptonator.com,OKCoin.com,60622902.0,6.0
2407,CoinSpot.com.au,269,969802501.0,52.0
2408,MercadoBitcoin.com.br,Bitstamp.net,6043445202.0,11.0
2409,MercadoBitcoin.com.br,BitcoinFog,959949734.0,14.0
2410,Bter.com,154,6226944380.0,10.0
2411,BTCJam.com,CoinGaming.io,1843774583.0,61.0
2412,523,Paymium.com,2019487566.0,4.0
2413,348,HolyTransaction.com,298780762.0,9.0
2414,CoinTrader.net_LocalBitcoins.com,Bitcoin.de,62988430391.0,52.0
2415,MercadoBitcoin.com.br,Poloniex.com,356773686.0,5.0
2416,HolyTransaction.com,Bitstamp.net,765385294.0,24.0
2417,641,1138,6649112.0,4.0
2418,57,Bter.com,37181894927.0,66.0
2419,469,FortuneJack.com,463317474.0,3.0
2420,999Dice.com,BTCC.com,1483198141.0,16.0
2421,CoinTrader.net_LocalBitcoins.com,MercadoBitcoin.com.br,5614393936.0,5.0
2422,154,Bter.com,1496193207.0,16.0
2423,BTCJam.com,523,1222874609.0,39.0
2424,BitBargain.co.uk,HaoBTC.com,985687555.0,3.0
2425,289,SatoshiMines.com,173420772.0,21.0
2426,HappyCoins.com,OKCoin.com,1590745197.0,7.0
2427,SatoshiDice.com,61,502122552.0,26.0
2428,HolyTransaction.com,107,325189152.0,40.0
2429,CoinGaming.io,Bitcoin.de,2729771086.0,35.0
2430,Rollin.io,YoBit.net,1434983739.0,107.0
2431,BTCJam.com,CoinPayments.net,231483558.0,18.0
2432,PocketDice.io,OKCoin.com,76320043.0,21.0
2433,348,Bitcoin.de,1686585992.0,49.0
2434,BX.in.th,523,45796623773.0,40.0
2435,Bitbond.com,Bitstamp.net,8973986372.0,53.0
2436,35,Bit-x.com,2399255538.0,62.0
2437,Bit-x.com,16621,2216491257.0,7.0
2438,BX.in.th,CoinJar.com,4383700109.0,9.0
2439,1149,YoBit.net,101414820268.0,43.0
2440,SatoshiDice.com,Bter.com,30456675883.0,20.0
2441,Bitcoin.de,BTCJam.com,50548960814.0,59.0
2442,269,1138,60243825.0,25.0
2443,LuckyB.it,16621,38991939.0,37.0
2444,175,SafeDice.com,206436249.0,10.0
2445,Bit-x.com,348,12771881113.0,79.0
2446,16621,LuckyB.it,72997883.0,37.0
2447,SatoshiMines.com,175,423297814.0,22.0
2448,1138,Bter.com,108376238.0,4.0
2449,396,TheRockTrading.com,3253326862.0,4.0
2450,HappyCoins.com,Xapo.com,6409961013.0,26.0
2451,CoinJar.com,421,5228545137.0,15.0
2452,HaoBTC.com,101,8037798454.0,20.0
2453,289,Rollin.io,183999025.0,5.0
2454,HaoBTC.com,FortuneJack.com,30350959510.0,24.0
2455,700,SatoshiDice.com,16187953.0,7.0
2456,CoinGaming.io,Paymium.com,418452445.0,6.0
2457,CoinCafe.com,101,163493672.0,4.0
2458,898,CoinPayments.net,4824381681.0,18.0
2459,999Dice.com,BitZillions.com,71890669.0,3.0
2460,Rollin.io,OKCoin.com,506416870.0,10.0
2461,1567,348,4531174.0,6.0
2462,Bitstamp.net,73832915,11328628499.0,1.0
2463,16621,HolyTransaction.com,12719364.0,13.0
2464,269,Loanbase.com,466014215.0,49.0
2465,SatoshiDice.com,821,95145300.0,2.0
2466,354,1149,14982119818.0,29.0
2467,821,SatoshiDice.com,99990000.0,1.0
2468,821,354,1203600718.0,4.0
2469,HolyTransaction.com,OKCoin.com,29508738.0,9.0
2470,999Dice.com,OKCoin.com,118251705.0,14.0
2471,0,BitZillions.com,54710471.0,46.0
2472,70927660,HolyTransaction.com,457687331.0,2.0
2473,LuckyB.it,Xapo.com,49006304.0,53.0
2474,HaoBTC.com,898,612473511.0,3.0
2475,Bitbond.com,354,5316050114.0,11.0
2476,396,CoinJar.com,21137088269.0,18.0
2477,1138,FortuneJack.com,314541476.0,42.0
2478,BTCJam.com,Vaultoro.com,1128428522.0,44.0
2479,Paymium.com,269,20820921053.0,2.0
2480,821,421,1391576632.0,4.0
2481,35,348,111349231.0,11.0
2482,HolyTransaction.com,CoinJar.com,220515331.0,17.0
2483,69827719,CoinTrader.net_LocalBitcoins.com,3401139132.0,24.0
2484,CoinTrader.net_LocalBitcoins.com,107,28391115289.0,28.0
2485,1149,0,986143852.0,269.0
2486,348,289,115865018.0,12.0
2487,348,BTCJam.com,3875440304.0,50.0
2488,FortuneJack.com,1149,12308514.0,5.0
2489,CoinJar.com,523,371812336.0,4.0
2490,641,269,112823852.0,8.0
2491,Matbea.com,0,2994791230.0,9.0
2492,FortuneJack.com,HaoBTC.com,604601327.0,22.0
2493,71554939,18972,7922651735.0,15.0
2494,Rollin.io,Bit-x.com,3641264.0,3.0
2495,Huobi.com,Cryptonator.com,9912560286.0,20.0
2496,1149,Poloniex.com,557071097.0,47.0
2497,154,348,931299547.0,25.0
2498,BitBargain.co.uk,CoinGaming.io,20639302787.0,56.0
2499,FYBSG.com,FortuneJack.com,742452166.0,11.0
2500,Xapo.com,1391,78843065543.0,23.0
2501,999Dice.com,107,262472573.0,15.0
2502,SafeDice.com,FortuneJack.com,713037978.0,77.0
2503,Poloniex.com,1567,1300494872404.0,24.0
2504,122,107,5348353.0,2.0
2505,71554939,Vaultoro.com,4297833038.0,34.0
2506,CoinSpot.com.au,SatoshiMines.com,30945709.0,12.0
2507,61,CoinGaming.io,259945469.0,27.0
2508,999Dice.com,122,2759960948.0,59.0
2509,348,BTCC.com,2865134057.0,22.0
2510,SatoshiMines.com,CoinSpot.com.au,26091210.0,6.0
2511,Cryptonator.com,CoinJar.com,284209857.0,37.0
2512,Paymium.com,CoinPayments.net,127825640848.0,16.0
2513,700,999Dice.com,1833573982.0,32.0
2514,1805,Bter.com,1344866545.0,7.0
2515,122,348,808052448.0,13.0
2516,Loanbase.com,BitBargain.co.uk,11308082052.0,21.0
2517,898,CoinGaming.io,6359441103.0,28.0
2518,FYBSG.com,BTCC.com,1552517254.0,3.0
2519,BTCJam.com,999Dice.com,1066797339.0,33.0
2520,HaoBTC.com,Bitcoin.de,43157089139.0,10.0
2521,999Dice.com,700,1535909819.0,10.0
2522,700,Xapo.com,1028121627.0,84.0
2523,871,YoBit.net,2272013116.0,88.0
2524,Bit-x.com,57,1905442766.0,25.0
2525,35,641,127849776.0,16.0
2526,YoBit.net,BtcTrade.com,26783323804.0,75.0
2527,1070,YoBit.net,136420530.0,14.0
2528,PocketDice.io,1070,494140324.0,80.0
2529,Poloniex.com,HappyCoins.com,1441356015590.0,38.0
2530,CoinGaming.io,292,74299259.0,19.0
2531,Bitbond.com,101,897618180.0,5.0
2532,16768780,SatoshiMines.com,61334728.0,2.0
2533,PocketDice.io,641,287716913.0,20.0
2534,289,Matbea.com,4030914965.0,32.0
2535,SatoshiMines.com,154,140726163.0,12.0
2536,419,0,8352103.0,18.0
2537,16621,CoinGaming.io,4034570.0,2.0
2538,CoinGaming.io,SafeDice.com,1390060646.0,18.0
2539,SatoshiMines.com,122,157582379.0,55.0
2540,700,Bter.com,296005548.0,7.0
2541,227,CoinPayments.net,507377852.0,76.0
2542,1070,101,39013054.0,3.0
2543,396,SafeDice.com,30071436009.0,83.0
2544,SafeDice.com,CoinTrader.net_LocalBitcoins.com,4168227166.0,146.0
2545,999Dice.com,Bitstamp.net,9504199661.0,81.0
2546,289,CoinSpot.com.au,83279039.0,4.0
2547,Bitbond.com,Bit-x.com,1605873463.0,9.0
2548,CoinTrader.net_LocalBitcoins.com,18972,1042344292.0,3.0
2549,69827719,CoinPayments.net,85840704.0,2.0
2550,227,BTCC.com,550640175.0,2.0
2551,Bitstamp.net,BitZillions.com,1001326170.0,1.0
2552,289,1070,829441576.0,6.0
2553,TheRockTrading.com,YoBit.net,836927914.0,9.0
2554,HaoBTC.com,Bit-x.com,55007685848.0,20.0
2555,1567,999Dice.com,114928486.0,11.0
2556,1149,SimpleCoin.cz,29793988.0,6.0
2557,999Dice.com,35,730240212.0,56.0
2558,154,289,17749937.0,5.0
2559,SatoshiMines.com,35,51535797.0,16.0
2560,35,SimpleCoin.cz,224635788.0,3.0
2561,BX.in.th,BTCJam.com,5455923023.0,22.0
2562,700,35,112597227.0,5.0
2563,Rollin.io,HaoBTC.com,210204357.0,19.0
2564,70063369,Rollin.io,4516780371.0,13.0
